"text","profession of the actress","childhood and adolescence","family","relation with reality","self-determination","historical events","feelings and moods","body","home","relation with man","meloncholy","writing","self-performance","relation with the natural world","aging","politics","relation with women","life events","spiritual dimension","theater","education","first theatrical experience","conflict","fatigue","criticism","writers","autonomy","fascism","festival","cinematographic debut","regret","food","physical description","sons and daughters","bath","love and passion","mouth","childhood home","managing your own destiny","dressing room","clothes","depression","daily objects","writing-therapy","pain","desire for freedom","love","parents","childhood friends","care and looking after","eating behaviour disorders","abandonment","mother","home-prison","abuse","authenticity","friendship","naked","emancipation (from the roles of wife and mother)","forgetting","being alone (solitude as an act of self-determination)","eroticism","beauty","analyst","literature","family education","autorship","trees","stage","religious education","actors","artists","pets","being a woman","cosmetic surgery","silent cinema","happiness","experience","movie","art","partner","civic and social commitment","relationship with other actresses","production houses","career end","thought","being another","actress by chance","flowers","alcohol","interviews","complicity","anguish","desire and attraction","being a diva","masculine traits","conflict as an affirmation of the self","personagge","reciting","mirror","games","anti-diva","imagination","breastfeeding","memory","music","abortion","Liberation from nazi-fascism","anti-fascism","theatrical debut","cinecittà","second world war","fear","competition","activities in the resistance","drugs","contracts","self-taught","prizes","watching","press and television","making cinema","ugliness","first loves","writing-freedom","religion","school","socks","accepting","audition","photogenicity","remembering","maternity","sea","producer","husband","movie industry","jet-set","evening dress","divorce","sex","pregnancy","directors","death of the mother","sensuality","to feel","legal proceedings","disappointment","unease","concentration","imaginary","money as emancipation","marriage proposal","patriarchal education","feminism","jealousy","entry into parliamentary politics","end of the career","church","faith","anxiety","impossible loves","insomnia","truth","vocation","comedy","death of Marilyn Monroe","death of the Father","home-haven","kitchen","inventing","screenplay","make-up and disguise","loneliness","sexual violence","transgression","measures","psychic suffering","wild animals","camera","bosom","equality","beauty contests","pygmalion relationship","garden","marriage","trauma","dreaming","set","seduction","heels","male gaze","advertising","shame","fandom","birth of children","metamorphosis","Rome","spirituality","unhappiness","travelling","household chores","retrospective life","trips","island","sensoriality","first world war","death of dear friends","out of picture","slap","couple life","transformation of the body","health","their own birth","death of the husband","game","evidence","resistence","testimonial","escape","jewels","grown-up children","television","father","second wave feminism","feeling alone","movement of the sixty-eight","losing","monstrosity","brothers","time for themself","feet","losing home","radio","sisters","psychotropic medications","simplicity","choices","menstruation","referendum on divorce","violence","suicide","cinematographic gaze","resentment","sexism","scandals","joy","spectator","eyes","nuns","tangentopoli","betrayals","irony","referendum on abortion","wedding","anger"
"I made two films with Vittorio Gassman. When I met him, he was the lover of my friend Annette Strøyberg. As soon as I arrived in Italy I saw the photos taken in via Veneto of the stars of the time on the rotogravure. The sweet life of Fellini under the parasols of Cafè de Paris with Anita Ekberg and many other famous actors assorted in front of glasses of colored liqueurs: they seemed happy. I remember the photographs of Annette and Gassman taken in via Veneto; they were young! Annette had breathtaking feet; she was always wearing shoes with very low heels; she could see the uncle of the first two toes of the foot; it looked like the attachment of the breasts exposed by a generous neckline. I was fascinated by this erotic symbol. When I was talking to her, I never took my eyes off her feet.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"My first true love was for a guy in Camargue, starring in the movie Crin blanc. He was a savage, always riding a horse, working in a bull and horse farm. He was elusive and beautiful: a blond gypsy, the first kiss, his, disappointed me. Even today, I don't like kissing on my mouth. I am not convinced of the approach to that intimacy, the way, perhaps too easy, too fast of its achievement. It would be necessary for the mouth to be stripped, to offer half undesired... It would be necessary for the mouth to be always hidden so that the kiss and its nakedness would become a pure gift; an act of secret love, like that other one... Even when I made love the first time I was disappointed. I thought, ""It was wrong. This is not the way to do it. ""There is a Vanoni song called ""It's all here"": it tells of a woman who is always surprised, incredulous in the face of the things of life that inevitably disappoint her. There is a mistake, I thought, it cannot be so, in the sense so insignificant, compared to what I had imagined.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Once my sister, in the country, saw me in the kitchen kneading the flour with the yeast to make the bread; she looked at me stunned and with a certain irony she said to me: ""What are you doing? You know that in Milan pasta is already ready! I don't think it's a limited case; today, many people think like you; they have completely lost contact with matter, with the origin of things, the dark part of certain existences. There are so many ways to perceive ourselves. Breathe wood, for example, touch it, feel its vibrations or waves living in a room, feel the mood of a place. I often get into some people's homes, smell their lives, have sympathy for an armchair or chair, or don't want to sit on others, without rational explanations. Sensations, distant emotions reappearing. Entering a bathroom and feeling immediately a deep discomfort, as if imprinted in my memory of memories you don't remember an event submerged by other images. Or try a wave of great pleasure, of ""rediscovered tana"".",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I remember when I had my first menstruation; I was thirteen years old, it was summer, at the sea. I wasn't prepared. I knew it this way, but only vaguely. It happened at Villa Santiago on the French Riviera, and there were guests at home, collaborators of my father who worked with him at a script. [...] Suddenly my father said aloud, addressing the group, that it was a feast day because his daughter... had become a woman.... He did not say so kindly, his words were very crude. It seemed to me like an infamous betrayal, like someone who steals your diary or who says, like my sister did to our peers, who put my ovate in my bra... things that make you sink, that burn you forever. In his official announcement at the summer table there was cynicism, contempt for the woman I had since become, with the duty to open my legs... Since then I had officially entered the pack of females to assemble. Something like that isn't said to friends at the table. I understood the curse of being a woman, a woman with her recurring symbol: blood, open sex, wounded, prey. By ridiculing the situation, demanding the blasphemous complicity of strangers, he blamed me, involving me in something dark, which I could not detect at the time. For a long time there was a feeling of filth, of anxiety mixed with danger: something that resurrected the sleeping animal in me.",0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I made years ago a film in the Canary Islands, a mediocre film with impossible actors. One of them, black, huge, monstrous, very bad, at all costs wanted to get my skin, since I did not deign to accept his attentions; done absolutely inconceivable for him, as for many white actors. He swore to make me pay for it. He rode a horse, he was an all-Italian western. He was always trying to push me with his horse on the steep edges of the Canyons to make me fall. I've been saved more than once by the stuntmen in the movie. I resisted heroically. Luckily, I was doing very well on horseback and I wasn't afraid. That actor had ended up in the United States, on the front page of the black news, for throwing the girlfriend off the fourth floor of a hotel, smashing her. Luckily, the girl didn't die, and he got off easy. It was really terrifying, gigantic, a closet, hateful, arrogant, devoid of any charm. My room was on the 30th floor of the hotel. I was really unlucky. One night I heard a knock, it was him. I already slept; he shouted: ""I'm Brown.""I with the little voice, small behind the door, said I was sleeping. And he said, ""Open immediately or I'll knock down the door.""He was screaming and beating his fists against the door. They couldn't help but hear about the downstairs. In the meantime I said to myself: ""The louder you knock, the better, so they will come out to help me. ""Nothing... I opened. I watched it. I realized I wasn't afraid, even if it wasn't exactly like that; I was asking for my fear. My quiet attitude, my staring right in the eye, my flaunted detachment made him go back. That night I had learned two things: don't expect help from others and once again have more confidence in me. The next day the stuntmen loosened his saddle on purpose and, at the time of climbing on horseback, he made a big ruzzone.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"I always have a special relationship with my feet, they are always revealing, they have a language that fascinates me, it makes me feverish. I like the skinny feet, lean with the very arched plant, almost angular, faceted by an imaginary chisel according to the point of observation and the position of the foot. Square nails, cared for, shiny like mother-of-pearl shells smoothed from the ocean,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In the sixties I shot with Vadim La Ronde, played by many famous actors; among many also Jane Fonda. It was during that film that Vadim left Catherine [Deneuve] for Jane. Catherine came on the set hiding her pain very badly; she was very down. I watched helpless and mute betrayal. I wanted to be there for you, do something. She refused any contact. She had closed herself in her indignation in the midst of humiliation and suffering. Today, after more than thirty years, Catherine has entered perfectly into the role of the diva. I don't know why, but our story isn't over...",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"I shot in Italy the movie of Lattuada The sweet deceptions with Christian Marquand, who was very close to Vadim, who at that time, was leaving Annette Strøyberg. I had been invited several times to dinner at Vadim's house with Annette, then became my friend. I attended the Marquand group, Vadim, JeanLouis Trintignant, Robert Hossein. Then she came, Catherine Deneuve. We looked at each other in silence. Before Catherine arrived, Vadim wooed me. I was 16. Then I went to singing, dancing class and he was following me, he was waiting for me outside, he wanted to accompany me. I ran away all the time. I liked Vadim very much then, but I was scared; I felt silly, unprepared. I was thinking Bardot and Vadim looked like the devil. A devil who fascinated me. Without realizing it, I denied myself for shyness, the more my doing attracted him, until one day I found him at our house. He came to ask my father for his consent to marry me! My father laughed: ""But who makes him marry the stupid one. Look how it is! Actress, my daughter? Forget it!I didn't go for a while to Vadim's house; I felt embarrassed about Annette. Then Catherine moved in with him. He never knew Vadim wanted to marry me a few weeks earlier.",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Claudia Cardinale was different from the actresses I had known, a little by nature, a little for the hard experiences lived. Araba (she loves to define herself like that), her innate introversion was accentuated by her life marked early: she had to pretend to be her son's sister for many years. He suffered hypocrisy, the violence of certain people full of prejudice and contempt for women, even worse for actresses. She curled herself, accumulating anger that only she could turn into smiles. [...] She was watched, perpetually on a diet; they counted every bite of her. His court was annoyed by my intrusion; they didn't understand what I wanted. The rule was that everyone was with their clan and that if I didn't have mine, it was worse for me. I pretended nothing; I deliberately wanted to break certain balances, stupid habits; I meant to displace them with my way of doing it. They were very annoyed because they couldn't say anything; after all I counted as much as Claudia in the movie and if I wanted to talk to her I could knock and chat all I wanted. I was intrusive, bullying; I had fun. One day I said to her: ""Come to me, I have to show you something.""I had nothing to show her, but in doing so I could take her away from surveillance and offer her a little truce. From that moment I pulled it out of the group. At lunchtime I went to find her with an excuse and in the meantime I offered her some chocolate; we laughed. I started to tell her a little bit about my life, my thoughts. I was talking to her about the things I wanted to do, how I was doing, some disappointments. She listened silently. This is how our complicity was born, slowly.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I believe that in the end Monica [Vitti] wanted to be beautiful and sexy, but she wanted to be beautiful in her own way, unlike the stereotypes of beauty of the time, respecting her personality, her taste, her strong imprint. There was a lot of civettery in her saying she wasn't beautiful; she was dying to hear that it wasn't true! That he liked it! This childish, disarming manner of hers conquered me. The thing that has always amazed me is his love of dependence on work: an authentic illness. There are people who recite in a calm way, integrating their activity with the world in which they live, mixing it with their lives; the work becomes an appendix, a completion of their existence. For Monica reciting is the absolute essence of life, its only reality, its extreme possibility of alienating itself from everyday life, from the weariness of monotonous normality. She became involved in a character, hers, and then mirrored again in her own image of a woman who perpetuates herself, who recreates herself every morning and dies in the evening, to be reborn the next day, years after years. His image is always the same unchanged. One day I said to her: ""Monica, but why don't you change your hairstyle, look?"" She replied: ""It would be horrible, because looking at me in the mirror I wouldn't recognize myself.""",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Annette [Strøyberg] was very funny and true. His natural carefreeness swept, like a violent air current, the successful actress and the diva she was. Always looking for feelings, emotions; he lived only for this. Conscious of his charm, of his beauty, he had chosen to get everything out of existence, seducing it as quickly as possible. His extraordinary femininity enchanted. It always seemed to melt. He asked the men he loved or those who loved him to offer her security, but also their knowledge, their culture, their vital choices; he sucked energy. He fed on worldliness, money, friends, books, exhibitions. He was waiting for the others to always feed on everything in order to be able to breathe the same air. I was always shocked by his fear of expressing his own choices, his own tastes, his inability to decide on his own what was right, beautiful or absurd to love... He relied blindly on the judgment of others, wanted to be held by the hands of the men he loved, to go through a piece of his life in their own way. Vittorio Gassman enchanted her by offering her the role of the siren. It was necessary to think, to read, to be like Vittorio: but then who knows, maybe not. Vittorio was then extremely misogynistic and perhaps gave her to read Andersen's fairy tales or those of La Fontaine... What he could read, a woman could not read it, perhaps even less what he loved for his beauty, his sunny femininity... He cultivated with her ""the jardin d""enfance"": be beautiful and keep quiet... He expected that she also had a consistent function as a woman, practical in life: ""Love,"" asked him, ""I would like a beer.""And after one hour came a truck with fifty boxes of beer because she had no familiarity with household chores.",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"I have never been lucky in love, men have always used me: in work, in sex, in business, in politics. I have always loved the idea of love and unfortunately still today I make mistakes naively. When I'm in love, I don't see anything, I walk through the pink clouds. I feel a little bit like a deer, like Bambi.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"As a custom, he had to first read the ""Corrierino dei Piccoli"" (Corrierino dei Piccoli), belly underneath, on the ironing table, sucking a licorice stick, I was waiting for him on the lower shelf, and he came to the ironing basket. I hated licorice.",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"And then there was the movie theater. The ""big"" invited you to the private projection. At the screening of Umberto D. in the end we were all in tears, and De Sica looked at us with the smile of those who achieved a purpose. At the movies I approached suspiciously. His generosity in wanting to include me then convinced me. When there were negotiations with the production, my lawyer, who was also a great friend, discussed money, name in advertising, while I was just worried that he wouldn't interfere with my theater. I made him angry like a fly that was buzzed in his face.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"It is not that it does not exist in the depths of the thought of all an instinctive ease of telling oneself. If you're insomnia, it's kind of a memory check. In this kind of memory there is a selective tendency for places. The mind is a meticulous camera that enters all the rooms of the past, does not escape a closet, nor the balcony of a kitchen.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
